,ID,Address,Longitude,Latitude
360,Space Invader PA_0454, Assainissement de Valmy,2.363638,48.873127
361,Space Invader PA_0455, 48 rue Mazarine,2.337721,48.855155
362,Space Invader PA_0456, 1 place d'IÃƒÂ©na,2.294413,48.8646
363,Space Invader PA_0458, 16 rue Elise Borey,2.390936,48.866403
364,Space Invader PA_0459, mÃƒÂ©tro Chevaleret,2.36825,48.834914
365,Space Invader PA_0460, 39P rue Louise Weiss,2.369952,48.834395
366,Space Invader PA_0461, 5-7 rue Charles Renouvier,2.400009,48.861765
367,Space Invader PA_0462, 44 rue de ClÃƒÂ©ry,2.347578,48.868378
368,Space Invader PA_0464, 6 rue de la Verrerie,2.355457,48.857053
369,Space Invader PA_0465, 114 rue de la Roquette,2.378546,48.856977
370,Space Invader PA_0466, 51 rue de la Fontaine au Roi,2.373402,48.868146
371,Space Invader PA_0467, parc de Belleville,2.384969,48.871567
372,Space Invader PA_0468, 65 rue Montorgueil,2.34698,48.86592
373,Space Invader PA_0470," 1057 & 1062, 64 rue Tiquetonne",2.345683,48.864784
374,Space Invader PA_0471, 83 rue de MÃƒÂ©nilmontant,2.390091,48.868821
375,Space Invader PA_0472, 11Z rue Gaby Sylvia,2.371362,48.85904
376,Space Invader PA_0473, 3 rue Saint-Sulpice,2.338006,48.851471
377,Space Invader PA_0474, 2 rue de Prony,2.308577,48.880578
378,Space Invader PA_0475, 2 avenue de la Grande ArmÃƒÂ©e,2.293325,48.874673
379,Space Invader PA_0476, 1 rue Paul Baudry,2.306088,48.87181
380,Space Invader PA_0477, 267b rue de Paris,2.415553,48.854338
381,Space Invader PA_0478, pont du Rouelle,2.281438,48.852616
382,Space Invader PA_0480, 14 rue du Roi de Sicile,2.359774,48.85587
383,Space Invader PA_0481, sous la plaque de rue du coin du parc,2.332482,48.844974
384,Space Invader PA_0483, 7 rue du Bourg l'AbbÃƒÂ©,2.352013,48.863924
385,Space Invader PA_0484, 24 rue de Vienne,2.323006,48.878388
386,Space Invader PA_0485, 15 rue Paul ValÃƒÂ©rie,2.289909,48.870264
387,Space Invader PA_0486, 26 rue Vaneau,2.31909,48.852909
388,Space Invader PA_0488, 79 rue de Wattignies,2.40039,48.83484
389,Space Invader PA_0489, 1 rue Clavel,2.385594,48.874111
390,Space Invader PA_0490, 10 rue du Chemin de Fer,2.391981,48.899579
391,Space Invader PA_0492, 36 rue du Soleil,2.39531,48.87388
392,Space Invader PA_0493, 87 rue Saint-HonorÃƒÂ©,2.3435,48.86124
393,Space Invader PA_0494, 41 rue Delambre,2.325149,48.841328
394,Space Invader PA_0495, 17 rue de Navarre,2.352557,48.844497
395,Space Invader PA_0496, 51 boulevard Saint-Martin,2.356291,48.868789
396,Space Invader PA_0497, sortie routiÃƒÂ¨re de Roissy-Charles-de-Gaulle,2.528152,49.006762
397,Space Invader PA_0498, 64 rue de la Rochefoucauld,2.33573,48.880778
398,Space Invader PA_0499, pont EugÃƒÂ¨ne-Varlin,2.365507,48.877519
399,Space Invader PA_0501, au pied des escaliers du boulevard du Temple,2.364673,48.866361
400,Space Invader PA_0502, 29 rue Censier,2.353,48.840414
401,Space Invader PA_0503, 74 rue de Turenne,2.364672,48.860382
402,Space Invader PA_0504, 52 rue des Rosiers,2.35837,48.857714
403,Space Invader PA_0505, 12 rue de Thorigny,2.362908,48.859788
404,Space Invader PA_0506, square Pierre Lazareff,2.349292,48.866887
405,Space Invader PA_0507, 21 rue Juliette Dodu,2.369037,48.875379
406,Space Invader PA_0508, 9 rue des Prouvaires,2.344175,48.861702
407,Space Invader PA_0510, place de la Bastille,2.370649,48.853266
408,Space Invader PA_0514, Palais de Tokyo,2.296905,48.864153
409,Space Invader PA_0515, 278 rue du Faubourg Saint-Antoine,2.393914,48.848534
410,Space Invader PA_0516, 129-133 rue de MÃƒÂ©nilmontant,2.395543,48.870172
411,Space Invader PA_0517, 13 rue Froissart,2.36546,48.86167
412,Space Invader PA_0520, viaduc rue Jacques KablÃƒÂ©,2.494696,48.835546
413,Space Invader PA_0521, cimetiÃƒÂ¨re de Belleville,2.399825,48.875538
414,Space Invader PA_0522, Square Jules Ferry,2.369036,48.866379
415,Space Invader PA_0523, face au 4 rue Jean du Bellay,2.353224,48.852787
416,Space Invader PA_0524, 244 avenue du GÃƒÂ©nÃƒÂ©ral de Gaulle,2.508885,48.826905
417,Space Invader PA_0525, 16 rue Saint-Merri,2.352759,48.859482
418,Space Invader PA_0526, au croisement de l'A86 et de la ligne de RER E,2.487126,48.860432
419,Space Invader PA_0527, 74 rue Dunois,2.366221,48.833181
420,Space Invader PA_0528, 13 rue des Anglais,2.34756,48.850632
421,Space Invader PA_0529, 15 rue de Pontoise,2.351715,48.849394
422,Space Invader PA_0530, 83 rue de la Mare,2.388421,48.873512
423,Space Invader PA_0531, 129 rue de MÃƒÂ©nilmontant,2.395348,48.87015
424,Space Invader PA_0533, sous le pÃƒÂ©riph' porte de Cligancourt,2.343811,48.900816
425,Space Invader PA_0534, entrÃƒÂ©e du Palais de Tokyo,2.2967,48.8646
426,Space Invader PA_0535, 37 rue de Terre Neuve,2.39992,48.855303
427,Space Invader PA_0536, 7 rue de la Planchette,2.38871,48.83952
428,Space Invader PA_0537," 160 rue Oberkampf, piscine de l'Espace Form",2.38281,48.86626
429,Space Invader PA_0539, 30 rue Beaubourg dans la cour,2.354191,48.862014
430,Space Invader PA_0540, impasse Questre,2.38131,48.8682
431,Space Invader PA_0542, 5 rue de Rambouillet,2.379208,48.843367
432,Space Invader PA_0543, 1 rue Duchefdelaville,2.370989,48.832575
433,Space Invader PA_0545, 62 rue Villiers de l'Isle Adam,2.39659,48.86761
434,Space Invader PA_0546, 320bis rue de Charenton,2.39717,48.831983
435,Space Invader PA_0547, place FrÃƒÂ©hel,2.381651,48.873155
436,Space Invader PA_0548, 103 rue du Faubourg du Temple,2.373844,48.870979
437,Space Invader PA_0549, 54 rue des Vinaigriers,2.358945,48.873262
438,Space Invader PA_0550, 8 rue de l'Ãƒâ€°chaudÃƒÂ©,2.3366,48.85482
439,Space Invader PA_0551, 1 avenue Ibsen,2.411501,48.865235
440,Space Invader PA_0552, 3 rue Auber,2.330301,48.871768
441,Space Invader PA_0553, 74 rue des Martyrs,2.339937,48.881482
442,Space Invader PA_0554, 101 rue de Reuilly,2.391561,48.843257
443,Space Invader PA_0555, 11 boulevard Beaumarchais,2.368784,48.854589
444,Space Invader PA_0556, 2 rue de l'HÃƒÂ´tel Colbert,2.349057,48.851905
445,Space Invader PA_0557, 282 rue Saint-Jacques,2.341198,48.841544
446,Space Invader PA_0558, 45 rue de la BrÃƒÂ¨che aux Loups,2.39589,48.838579
447,Space Invader PA_0559, 1 rue Raoul,2.396419,48.83874
448,Space Invader PA_0560, 65 boulevard Flandrin,2.27404,48.86858
449,Space Invader PA_0562, 27 rue du Ruisseau,2.339938,48.892412
450,Space Invader PA_0563, 2 place du Palais Royal,2.337129,48.862193
451,Space Invader PA_0565, 3 rue Philippe de Girard,2.361865,48.881076
452,Space Invader PA_0566, 181 rue de la Roquette,2.388514,48.859867
453,Space Invader PA_0567, 117 rue Haxo,2.402223,48.876023
454,Space Invader PA_0568, 2 rue de l'Aqueduc,2.35878,48.879885
455,Space Invader PA_0569, passerelle de Charentonneau,2.442683,48.816851
456,Space Invader PA_0570, 82 rue FranÃƒÂ§ois Miron,2.3595,48.8553
457,Space Invader PA_0571, 10 boulevard de la Bastille,2.36746,48.84726
458,Space Invader PA_0572, 27 rue du Roi de Sicile,2.357385,48.856483
459,Space Invader PA_0574, avenue Pierre Brossolette,2.493827,48.829989
460,Space Invader PA_0575, 22 rue de Poitou,2.363004,48.861596
461,Space Invader PA_0576, 2 place du Carrousel,2.335272,48.862441
462,Space Invader PA_0577, 5 rue Levert,2.389838,48.873222
463,Space Invader PA_0578, 3 place Henri Queuille,2.311836,48.845263
464,Space Invader PA_0579, entrÃƒÂ©e nord-ouest du Carrousel,2.334869,48.862527
465,Space Invader PA_0580, 59 rue de la Verrerie,2.35288,48.85795
466,Space Invader PA_0581, entrÃƒÂ©e nord-est du Carrousel,2.335164,48.862465
467,Space Invader PA_0582, 14 rue Villedo,2.3357,48.866571
468,Space Invader PA_0583, 2 impasse d'Amsterdam,2.326297,48.877746
469,Space Invader PA_0584, 17 rue d'Amsterdam,2.326795,48.877251
470,Space Invader PA_0585, mÃƒÂ©tro Rambuteau,2.353407,48.861338
471,Space Invader PA_0586, 89 boulevard Beaumarchais,2.367439,48.859193
472,Space Invader PA_0588, 5 rue Charles V,2.363238,48.852634
473,Space Invader PA_0589, 1 rue Melingue,2.386179,48.874413
474,Space Invader PA_0590, 17 rue Ãƒâ€°tienne Marcel,2.349401,48.863723
475,Space Invader PA_0591, villa du Clos de Malvert,2.372997,48.869106
476,Space Invader PA_0592, 19 rue FÃƒÂ©rou,2.33412,48.84908
477,Space Invader PA_0593, place Balard sous la Petite Ceinture,2.278256,48.836438
478,Space Invader PA_0594, place Balard,2.278782,48.836677
479,Space Invader PA_0595, 183 rue de Lourmel,2.281867,48.837935
480,Space Invader PA_0596, 85 rue de la Croix Nivert,2.295586,48.843339
481,Space Invader PA_0597, mÃƒÂ©tro La Motte-Picquet-Grenelle,2.297638,48.849209
482,Space Invader PA_0598, 1 avenue de la Motte-Picquet,2.310167,48.8572
483,Space Invader PA_0599, 2 rue de l'Ourcq,2.384861,48.886784
484,Space Invader PA_0600, entrÃƒÂ©e du tunnel de la porte Chaumont,2.396877,48.886487
485,Space Invader PA_0601, A86 ÃƒÂ  l'angle du stade Pierre de Coubertin,2.485377,48.859886
486,Space Invader PA_0602, cour de la MÃƒÂ©tairie,2.385557,48.873826
487,Space Invader PA_0604, 36 rue Erard,2.387123,48.846707
488,Space Invader PA_0605, 1 place Suzanne Valadon,2.34245,48.884387
489,Space Invader PA_0606, 39 rue d'Aboukir,2.344938,48.867182
490,Space Invader PA_0607, 48 rue d'Orsel,2.341899,48.883487
491,Space Invader PA_0608, 1 avenue du GÃƒÂ©nÃƒÂ©ral de Gaulle,2.484218,48.820142
492,Space Invader PA_0609, 35 boulevard de la Chapelle,2.359716,48.884224
493,Space Invader PA_0610, passage Stendhal,2.400375,48.861698
494,Space Invader PA_0611, boulevard Georges Braque,2.473746,48.961187
495,Space Invader PA_0612, 14 rue du Renard,2.352351,48.858923
496,Space Invader PA_0613, derriÃƒÂ¨re un poteau ÃƒÂ  l'entrÃƒÂ©e d'un tunnel,2.361211,48.816267
497,Space Invader PA_0614, bretelle de pÃƒÂ©riphÃƒÂ©rique Porte Brancion,2.298492,48.826254
498,Space Invader PA_0615, 17 passage de la Bonne Graine,2.376714,48.85257
499,Space Invader PA_0616, 31 place Saint-Ferdinand,2.288333,48.877728
500,Space Invader PA_0617, 14 rue Pierre Demours,2.292817,48.880365
501,Space Invader PA_0618, 15 rue Pierre Demours,2.29294,48.880564
502,Space Invader PA_0619, 47 rue Cardinet,2.30578,48.882618
503,Space Invader PA_0620, escalier menant vers le passage Piat,2.38677,48.87046
504,Space Invader PA_0621, porte de Pantin,2.396147,48.888993
505,Space Invader PA_0622, au pied du 18 boulevard de la Guyane,2.412255,48.835582
506,Space Invader PA_0623, porte de la Gare cÃƒÂ´tÃƒÂ© Ivry,2.385989,48.827254
507,Space Invader PA_0624, 10 rue de SÃƒÂ¨vres,2.328452,48.851942
508,Space Invader PA_0626, 200 rue de la Convention,2.296615,48.837111
509,Space Invader PA_0629, impasse Robiquet,2.325509,48.843542
510,Space Invader PA_0630, 30 rue de Martignac,2.318064,48.857442
511,Space Invader PA_0631, entrÃƒÂ©e Nord de l'OpÃƒÂ©ra,2.331371,48.872847
512,Space Invader PA_0634, 10 rue Hautefeuille,2.342636,48.852136
513,Space Invader PA_0635, 21 rue de Vaugirard,2.332644,48.84873
514,Space Invader PA_0636, 32 rue de Poissy,2.351684,48.847975
515,Space Invader PA_0637, 22 place des Vosges,2.366663,48.855987
516,Space Invader PA_0638, 79 rue des Gravilliers,2.353433,48.864746
517,Space Invader PA_0639, 122 rue Lepic,2.338443,48.88667
518,Space Invader PA_0641, 2 rue d'Orchampt,2.337896,48.886268
519,Space Invader PA_0642, 46 rue Berthe,2.338538,48.885997
520,Space Invader PA_0643, 21 rue des Abbesses,2.337857,48.884576
521,Space Invader PA_0644, 2 rue Lamarck,2.344091,48.886213
522,Space Invader PA_0645, rue Charles Monselet,2.400606,48.879724
523,Space Invader PA_0646, porte de Vanves,2.304927,48.827974
524,Space Invader PA_0647, 66 rue Caulaincourt,2.336834,48.889471
525,Space Invader PA_0648, mÃƒÂ©tro Pelleport,2.401491,48.868227
526,Space Invader PA_0649, 1 rue Gaston Pinot,2.389945,48.882785
527,Space Invader PA_0650, 1 rue Desaugiers,2.268078,48.847517
528,Space Invader PA_0651, 52 rue Saint-Didier,2.283506,48.867162
529,Space Invader PA_0652, 25 rue des Sablons,2.282824,48.865032
530,Space Invader PA_0653, 33 rue du ColisÃƒÂ©e,2.309827,48.871372
531,Space Invader PA_0655, 34 rue Debelleyme,2.363702,48.862195
532,Space Invader PA_0656, 112bis rue Championnet,2.3395,48.89589
533,Space Invader PA_0657, 3 avenue Jean JaurÃƒÂ¨s,2.371115,48.88318
534,Space Invader PA_0658, mÃƒÂ©tro Saint-Fargeau,2.404115,48.871633
535,Space Invader PA_0659, 194 rue Championnet,2.332085,48.894157
536,Space Invader PA_0660, 46 rue de LÃƒÂ©vis,2.314096,48.883433
537,Space Invader PA_0661, 41 rue AmpÃƒÂ¨re,2.302939,48.885168
538,Space Invader PA_0663, 25 rue Guersant,2.289603,48.881089
539,Space Invader PA_0664, 31 rue des Acacias,2.29226,48.87718
540,Space Invader PA_0665, 127 rue de Lauriston,2.285567,48.86556
541,Space Invader PA_0666, face au 29 quai de grenelle,2.28643,48.852895
542,Space Invader PA_0667, 64 avenue de Choisy,2.36211,48.823602
543,Space Invader PA_0668, 26 avenue Jean Aicard,2.380604,48.866368
544,Space Invader PA_0669, pont ferroviaire de la porte des Poissonniers,2.35365,48.898293
545,Space Invader PA_0670, 17 rue de l'Ãƒâ€°querre,2.382439,48.874863
546,Space Invader PA_0671, 54 avenue Bolivar,2.378205,48.876522
547,Space Invader PA_0672, 1 avenue Jean Aicard,2.381662,48.864357
548,Space Invader PA_0673, 1 rue de l'Ancienne ComÃƒÂ©die,2.338324,48.85358
549,Space Invader PA_0674, passage Alexandre,2.315487,48.840239
550,Space Invader PA_0675, 1bis rue Friant,2.325317,48.827125
551,Space Invader PA_0677, 46 rue de Seine,2.336777,48.854694
552,Space Invader PA_0678, 6 rue de Seine,2.336413,48.857238
553,Space Invader PA_0679, 1 rue de l'ArbalÃƒÂ¨te,2.349749,48.840425
554,Space Invader PA_0680 & 1099, 4 rue de la Mare,2.388493,48.868496
555,Space Invader PA_0681, 10 rue d'Ormesson,2.362038,48.855447
556,Space Invader PA_0682, 21 rue des Francs-Bourgeois,2.362962,48.856802
557,Space Invader PA_0683, 132 boulevard Richard Lenoir,2.370005,48.865832
558,Space Invader PA_0684, 23bis rue Poliveau,2.359213,48.840199
559,Space Invader PA_0685, sortie 18 de l'A86,2.48817,48.85823
560,Space Invader PA_0686, 1 rue Marius Delcher,2.399139,48.828627
561,Space Invader PA_0690, 12 rue Jean-Henri Fabre,2.342903,48.901307
562,Space Invader PA_0691, 1 rue Rafflet,2.26577,48.85038
563,Space Invader PA_0692, 24 rue du Docteur Blanche,2.265482,48.854442
564,Space Invader PA_0693, 15 rue Pierre GuÃƒÂ©rin,2.266419,48.848932
565,Space Invader PA_0694, 26 rue Poussin,2.2634,48.848773
566,Space Invader PA_0695, 1 rue Jasmin,2.267952,48.852472
567,Space Invader PA_0696, 9 rue Debellyeme,2.363171,48.861165
568,Space Invader PA_0697, 14 boulevard Richard Lenoir,2.369859,48.853908
569,Space Invader PA_0698, 10 rue Saint-Sabin,2.37208,48.855118
570,Space Invader PA_0699, 127 rue des PyrÃƒÂ©nÃƒÂ©es,2.40393,48.85736
571,Space Invader PA_0700, 65 rue des PyrÃƒÂ©nÃƒÂ©es,2.406015,48.852469
572,Space Invader PA_0701, 1 rue Godefroy Cavaignac,2.38187,48.85402
573,Space Invader PA_0702, 98 rue de Charonne,2.38185,48.853809
574,Space Invader PA_0703, 47 rue de Charonne,2.377438,48.853172
575,Space Invader PA_0704, 17 rue de la Cerisaie,2.365003,48.852243
576,Space Invader PA_0705, 32 rue de Patay,2.374785,48.825532
577,Space Invader PA_0706, 42 villa Auguste Blanqui,2.367399,48.830642
578,Space Invader PA_0707, 17 rue Beautreillis,2.36409,48.85343
579,Space Invader PA_0708, 11 passage Gauthier,2.381437,48.875696
580,Space Invader PA_0710, 7 rue de LesdiguiÃƒÂ¨res,2.366907,48.852983
581,Space Invader PA_0711, 27 rue des Tournelles,2.367249,48.855854
582,Space Invader PA_0712, 20 rue de Dunkerque,2.353532,48.880354
583,Space Invader PA_0713, 1 rue Taylor,2.358775,48.869021
584,Space Invader PA_0714, 25 rue Watt,2.378769,48.826486
585,Space Invader PA_0715, 3 CitÃƒÂ© Aubry,2.395469,48.857119
586,Space Invader PA_0717, 2 rue des Orteaux,2.398039,48.856953
587,Space Invader PA_0718, 39 rue Basfroi,2.378545,48.855747
588,Space Invader PA_0719, 1 rue Camille Desmoulins,2.3802,48.85859
589,Space Invader PA_0720, 19 rue de la Ferronnerie,2.347488,48.86022
590,Space Invader PA_0722, 11 rue Michel Lecomte,2.356246,48.862132
591,Space Invader PA_0723, 12 rue de Parme,2.327524,48.881331
592,Space Invader PA_0724, 4 rue Papillon,2.347827,48.875964
593,Space Invader PA_0725, 7 rue de Dunkarque,2.357742,48.879386
594,Space Invader PA_0726, 135 rue de Rome,2.316589,48.88561
595,Space Invader PA_0727, 51 rue de Clichy,2.328624,48.880744
596,Space Invader PA_0728, 18 rue Caroline,2.323402,48.883526
597,Space Invader PA_0729, cour du Havre,2.326082,48.87584
598,Space Invader PA_0730, 6 rue Bleue,2.347215,48.875865
599,Space Invader PA_0732, 2 rue Jouye-Rouve,2.38255,48.873293
600,Space Invader PA_0733, 38 rue du Moulin Joly,2.377714,48.870538
601,Space Invader PA_0734, 20 rue du Faubourg Montmartre,2.343061,48.873159
602,Space Invader PA_0735, 66 rue des Rochers,2.319,48.87899
603,Space Invader PA_0736, 334 rue Saint-HonorÃƒÂ©,2.33036,48.8658
604,Space Invader PA_0737, 21 rue Charles FrÃƒÂ©del,2.396104,48.87271
605,Space Invader PA_0738, 20 rue Clavel,2.383608,48.875831
606,Space Invader PA_0739, 120 rue de MÃƒÂ©nilmontant,2.394924,48.869942
607,Space Invader PA_0740, 99 rue Claude Decaen,2.396012,48.838869
608,Space Invader PA_0741, 194 boulevard de la Villette,2.370526,48.88212
609,Space Invader PA_0742, 322 rue des PyrÃƒÂ©nÃƒÂ©es,2.390778,48.872953
610,Space Invader PA_0743, 45 rue du Faubourg du Temple,2.36897,48.869494
611,Space Invader PA_0744, La Bellevilloise,2.392021,48.868755
612,Space Invader PA_0746, 79 rue Charlot,2.364217,48.86436
613,Space Invader PA_0747, librairie Mazarine,2.338092,48.853989
614,Space Invader PA_0748, Avenue de la Porte de la Villette,2.38804,48.89966
615,Space Invader PA_0749, face au conservatoire de Montreuil,2.436125,48.85901
616,Space Invader PA_0750, 4 rue du Sergent Bobillot,2.434642,48.857381
617,Space Invader PA_0751, 11 rue Girardot,2.439718,48.860505
618,Space Invader PA_0752, 14 boulevard Edouard Branly,2.440929,48.876096
619,Space Invader PA_0753, 120 rue d'Avron,2.407912,48.852952
620,Space Invader PA_0754, 59bis rue Popincourt,2.375421,48.860385
621,Space Invader PA_0755, 6 rue de la Victoire,2.340506,48.875067
622,Space Invader PA_0756, 4 rue Flechier,2.339413,48.87662
623,Space Invader PA_0757, place Marcel Sembat,2.24399,48.83374
624,Space Invader PA_0758, 44 quai du Point du Jour,2.257281,48.830897
625,Space Invader PA_0761, 1 quai Louis BlÃƒÂ©riot,2.2784,48.851105
626,Space Invader PA_0762, face au 99 boulevard de Montmorency,2.260419,48.848516
627,Space Invader PA_0763, A3/Boulevard Edouard Branly,2.441232,48.875949
628,Space Invader PA_0764, 28 rue Serpente,2.341462,48.852426
629,Space Invader PA_0765, 17 rue de l'Estrapade,2.346528,48.844762
630,Space Invader PA_0766, 97 rue Mouffetard,2.349618,48.841397
631,Space Invader PA_0767, 0 rue du Fer ÃƒÂ  Moulin,2.356229,48.839616
632,Space Invader PA_0768, 42 boulevard Diderot,2.378005,48.846213
633,Space Invader PA_0769, 65 rue du Temple,2.355181,48.860716
634,Space Invader PA_0770, 6 rue de la Tour d'Auvergne,2.345214,48.878821
635,Space Invader PA_0771, 132 rue des PyrÃƒÂ©nÃƒÂ©es,2.402883,48.858658
636,Space Invader PA_0774, 119 avenue Parmentier,2.371913,48.868623
637,Space Invader PA_0775, 4 place des Victoires,2.340667,48.865825
638,Space Invader PA_0776, 14 rue Castellane,2.324096,48.87263
639,Space Invader PA_0778," 0779, 0782, 0783, 0784, 0786, 0787, 0788, 0789 & 0790, pÃƒÂ©riphÃƒÂ©rique le long des immeubles de la rue Maryse BastiÃƒÂ©",2.37492,48.82046
640,Space Invader PA_0780, 12 rue Madame,2.331966,48.851286
641,Space Invader PA_0781, 2 rue des Boulangers,2.35432,48.846086
642,Space Invader PA_0795, 8 cour du Commerce Saint-AndrÃƒÂ©,2.33924,48.852734
643,Space Invader PA_0796, 110 rue Vieille du Temple,2.362933,48.861041
644,Space Invader PA_0797, 77 rue de Lille,2.324936,48.859905
645,Space Invader PA_0798, 184 boulevard Saint-Germain,2.331097,48.854443
646,Space Invader PA_0800, 56bis rue du Louvre,2.3435,48.86583
647,Space Invader PA_0801, maison de Serge Gainsbourg,2.33175,48.85719
648,Space Invader PA_0802, 27 rue du Four,2.33386,48.85263
649,Space Invader PA_0803, entrÃƒÂ©e de la Cour du Commerce Saint-AndrÃƒÂ©,2.339247,48.852498
650,Space Invader PA_0809, 7 rue Lasson,2.406068,48.843246
651,Space Invader PA_0810, 1 passage Turquetil,2.392899,48.850527
652,Space Invader PA_0811, Est de la fontaine de Montreuil,2.383073,48.850359
653,Space Invader PA_0812, 12bis rue de Cotte,2.3777,48.8493
654,Space Invader PA_0813, passerelle Richerand,2.365215,48.87185
655,Space Invader PA_0814, 10 rue du Ponceau,2.35142,48.86688
656,Space Invader PA_0815, 15 rue du Renard,2.35195,48.858605
657,Space Invader PA_0816, ancienne gare maritime Sully-Morland,2.360164,48.85227
658,Space Invader PA_0817, 1 rue Saint-Blaise,2.404223,48.860202
659,Space Invader PA_0818, 68 rue Saint-Sabin,2.368528,48.859604
660,Space Invader PA_0819, 2 rue Bailleul,2.34241,48.860951
661,Space Invader PA_0820, 10 rue de Bretagne,2.363723,48.862364
662,Space Invader PA_0821, ÃƒÂ©dicule EDF face au 81 boulevard de Charonne,2.395969,48.854407
663,Space Invader PA_0822, 2 rue de Lesseps,2.400672,48.858452
664,Space Invader PA_0823, 145 avenue Jean JaurÃƒÂ¨s,2.38499,48.8867
665,Space Invader PA_0825, 186 rue de Paris,2.423043,48.855796
666,Space Invader PA_0826, 22 rue Denoyez,2.378194,48.872319
667,Space Invader PA_0827, 1 bis rue des Rondonneaux,2.399423,48.863391
668,Space Invader PA_0828, 38 rue de Terre Neuve,2.399058,48.854764
669,Space Invader PA_0829, 104 rue de Buzenval,2.398948,48.855099
670,Space Invader PA_0830, 68 rue des Orteaux,2.405892,48.856031
671,Space Invader PA_0831, mÃƒÂ©tro Buzenval,2.401255,48.851954
672,Space Invader PA_0832, 100 rue de la RÃƒÂ©union,2.399387,48.857551
673,Space Invader PA_0833, dans l'Abribus,2.399298,48.857411
674,Space Invader PA_0834, entrÃƒÂ©e du PÃƒÂ¨re Lachaise,2.39874,48.85837
675,Space Invader PA_0835, 13 rue de Lasseps,2.39961,48.85916
676,Space Invader PA_0836, 11 passage ThiÃƒÂ©rÃƒÂ©,2.374087,48.853818
677,Space Invader PA_0837, 53bis rue de la Roquette,2.375263,48.855904
678,Space Invader PA_0838, 113 boulevard de Charonne,2.39423,48.85637
679,Space Invader PA_0839, 20 rue de la Grande Truanderie,2.348743,48.862906
680,Space Invader PA_0841, 4 rue Marie Stuart,2.348423,48.864981
681,Space Invader PA_0842 & PA_1040, 32 rue Saint-Roch,2.333121,48.866503
682,Space Invader PA_0843, 246 rue de Rivoli,2.32519,48.866059
683,Space Invader PA_0844 & PA_0918, 20 rue de Courcelles,2.31016,48.87421
684,Space Invader PA_0845, 73 rue La BoÃƒÂ©tie,2.30986,48.872463
685,Space Invader PA_0846, 4 rue de RÃƒÂ©aumur,2.359575,48.864751
686,Space Invader PA_0847, mÃƒÂ©tro Volontaires,2.307994,48.841557
687,Space Invader PA_0848, 1 rue de l'Armorique,2.31498,48.84012
688,Space Invader PA_0849, 3 rue du Maine,2.323702,48.840532
689,Space Invader PA_0850, 1 rue Poinsot,2.32324,48.84065
690,Space invader PA_0851, 14 Bis rue de la Grande ChaumiÃƒÂ¨re,2.330338,48.842183
691,Space Invader PA_0852, 10 rue Saint-Maur,2.38287,48.859408
692,Space Invader PA_0853, 12 rue de la Grange aux Belles,2.365062,48.873725
693,Space Invader PA_0854, 1 rue de Tombouctou,2.356058,48.884381
694,Space Invader PA_0855, 75 rue Lepic,2.335894,48.887443
695,Space Invader PA_0856, rue Saint-Eleuthere,2.34136,48.88653
696,Space Invader PA_0857, sud-ouest de la place du Tertre,2.340571,48.88637
697,Space Invader PA_0858, 1 rue la BruyÃƒÂ¨re,2.336978,48.878807
698,Space Invader PA_0859, 1 rue de la Lune,2.351582,48.869763
699,Space Invader PA_0860, 1 rue de l'Oratoire,2.339842,48.86133
700,Space Invader PA_0861, 30 passage Saint-Sebastien,2.37005,48.861853
701,Space Invader PA_0862, 127 rue du Faubourg Saint-HonorÃƒÂ©,2.309465,48.873264
702,Space Invader PA_0863, statue derriÃƒÂ¨re le stade Charlety,2.347442,48.816734
703,Space Invader PA_0864, 32 place Saint-Georges,2.337431,48.878599
704,Space Invader PA_0865, 53 rue Blanche,2.331532,48.881236
705,Space Invader PA_0866, 0 rue Paul Escudier,2.331499,48.880597
706,Space Invader PA_0867, 30 boulevard de Courcelles,2.312029,48.880949
707,Space Invader PA_0868, 1 boulevard Malsherbes,2.32322,48.86979
708,Space Invader PA_0869, quai de Valmy,2.364654,48.871945
709,Space Invader PA_0870, au dessus de chez Prune,2.364576,48.8717
710,Space Invader PA_0871, 29 rue de Terre Neuve,2.399089,48.854906
711,Space Invader PA_0872 & 1148, Le Point (pas si) EphÃƒÂ©mÃƒÂ¨re,2.368809,48.881777
712,Space Invader PA_0873, rue du Chat qui PÃƒÂ¨che,2.346164,48.85318
713,Space Invader PA_0874, 18 rue de la Huchette,2.34564,48.85304
714,Space Invader PA_0875, 2 rue des Peupliers,2.353816,48.825452
715,Space Invader PA_0877, 146 rue de Paris,2.424849,48.856137
716,Space Invader PA_0878, 17 rue Payenne,2.362751,48.858694
717,Space Invader PA_0879, 22 rue Saint-Sabin,2.371354,48.856036
718,Space Invader PA_0880, 4 rue de Beaune,2.329937,48.858934
719,Space Invader PA_0881, 20 rue du Bac,2.32827,48.85819
720,Space Invader PA_0882, 29 boulevard Jules Ferry,2.366984,48.868625
721,Space Invader PA_0883, 3 rue Curial,2.371311,48.889524
722,Space Invader PA_0884, 205 rue La Fayette,2.365937,48.88157
723,Space Invader PA_0885, 36 rue Brey,2.29472,48.877328
724,Space Invader PA_0886, 43 rue Saint-Bernard,2.380393,48.853537
725,Space Invader PA_0887, sur le bastion de Bercy,2.389592,48.828006
726,Space Invader PA_0888, 21 rue de la Roquette,2.372167,48.854688
727,Space Invader PA_0889, 34 rue Mathis,2.373707,48.89116
